timestamp_metric,log_id,confidence,model_name,cpu,detection_boxes,model_processing_time_metric,image_processing_time,absolute_time_from_start,utility,source_file,timestamp_log,log_level,message,Component,Action,input_rate,model,User Request Time,Finished Processing File,Processing File,image,model,conf,boxes,model_processing_time_log
2025-10-19 23:37:17.398084,21.0,0.6437137752771378,yolov5s,64.1,10.0,0.1827130317687988,4.318598985671997,7.729097366333008,-16.449264560104513,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:17,INFO,"Processed image 21: model=yolov5s, conf=0.644, boxes=10, time=4.319s",,,,,,,,21.0,yolov5s,0.644,10.0,4.319
2025-10-19 23:37:17.525802,22.0,0.6502191176017126,yolov5s,51.3,12.0,0.0951614379882812,4.154208898544312,7.856839179992676,-15.620809604091123,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:17,INFO,"Processed image 22: model=yolov5s, conf=0.650, boxes=12, time=4.154s",,,,,,,,22.0,yolov5s,0.65,12.0,4.154
2025-10-19 23:37:17.691728,23.0,0.9334479868412018,yolov5s,49.0,2.0,0.1144220829010009,4.013303279876709,8.022767066955566,-14.633053346041011,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:17,INFO,"Processed image 23: model=yolov5s, conf=0.933, boxes=2, time=4.013s",,,,,,,,23.0,yolov5s,0.933,2.0,4.013
2025-10-19 23:37:17.859990,24.0,0.6134660885884211,yolov5s,53.3,13.0,0.1248714923858642,3.929063320159912,8.191027402877808,-14.531835866909187,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:17,INFO,"Processed image 24: model=yolov5s, conf=0.613, boxes=13, time=3.929s",,,,,,,,24.0,yolov5s,0.613,13.0,3.929
2025-10-19 23:37:17.984199,25.0,0.6703384965658188,yolov5s,55.7,2.0,0.1035950183868408,3.766960382461548,8.315232753753662,-13.664449580953844,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:17,INFO,"Processed image 25: model=yolov5s, conf=0.670, boxes=2, time=3.767s",,,,,,,,25.0,yolov5s,0.67,2.0,3.767
2025-10-19 23:37:18.362964,26.0,0.5178688835530054,yolov5s,57.7,21.0,0.3434133529663086,3.8736257553100586,8.693997621536255,-14.35024552488288,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:18,INFO,"Processed image 26: model=yolov5s, conf=0.518, boxes=21, time=3.874s",,,,,,,,26.0,yolov5s,0.518,21.0,3.874
2025-10-19 23:37:18.528983,27.0,0.8281263709068298,yolov5s,59.4,1.0,0.1462395191192627,3.774041414260864,8.860021829605103,-13.542066830204291,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:18,INFO,"Processed image 27: model=yolov5s, conf=0.828, boxes=1, time=3.774s",,,,,,,,27.0,yolov5s,0.828,1.0,3.774
2025-10-19 23:37:18.634304,28.0,0.7268252323071162,yolov5s,51.0,12.0,0.0825645923614502,3.6019904613494877,8.965340375900269,-12.783114064501026,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:18,INFO,"Processed image 28: model=yolov5s, conf=0.727, boxes=12, time=3.602s",,,,,,,,28.0,yolov5s,0.727,12.0,3.602
2025-10-19 23:37:18.739437,29.0,0.7958210508028666,yolov5s,56.0,6.0,0.0872385501861572,3.4053046703338623,9.070472717285156,-11.73069027435512,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:18,INFO,"Processed image 29: model=yolov5s, conf=0.796, boxes=6, time=3.405s",,,,,,,,29.0,yolov5s,0.796,6.0,3.405
2025-10-19 23:37:19.232400,30.0,0.8646604716777802,yolov5s,59.6,2.0,0.4490032196044922,3.617039203643799,9.563425540924072,-12.720522461358282,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:19,INFO,"Processed image 30: model=yolov5s, conf=0.865, boxes=2, time=3.617s",,,,,,,,30.0,yolov5s,0.865,2.0,3.617
2025-10-19 23:37:19.342802,31.0,0.9433292150497437,yolov5s,56.5,1.0,0.0916886329650878,3.456606149673462,9.673842668533323,-11.839689250299102,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:19,INFO,"Processed image 31: model=yolov5s, conf=0.943, boxes=1, time=3.457s",,,,,,,,31.0,yolov5s,0.943,1.0,3.457
2025-10-19 23:37:19.458744,32.0,0.5899765328927473,yolov5s,57.0,11.0,0.0883841514587402,3.297236919403076,9.789764404296877,-11.396196577949524,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:19,INFO,"Processed image 32: model=yolov5s, conf=0.590, boxes=11, time=3.297s",,,,,,,,32.0,yolov5s,0.59,11.0,3.297
2025-10-19 23:37:19.841036,33.0,0.6750868521630764,yolov5s,60.1,8.0,0.3432683944702148,3.3761649131774902,10.1720609664917,-11.705725832911687,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:19,INFO,"Processed image 33: model=yolov5s, conf=0.675, boxes=8, time=3.376s",,,,,,,,33.0,yolov5s,0.675,8.0,3.376
2025-10-19 23:37:19.989776,34.0,0.7565571546554566,yolov5s,53.9,5.0,0.1105871200561523,3.2334659099578857,10.320816278457642,-10.910761227815591,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:20.448053,35.0,0.7396808564662933,yolov5s,61.1,2.0,0.3962948322296142,3.396960496902466,10.77907681465149,-11.74510964325554,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:20.577492,36.0,0.6449034214019775,yolov5s,54.3,3.0,0.0996549129486084,3.249084949493408,10.90853238105774,-11.100510080651564,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:20.861950,37.0,0.8619504123926163,yolov5s,60.6,4.0,0.2457120418548584,3.2287425994873047,11.19297218322754,-10.781751441342054,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:20.974575,38.0,0.6924134492874146,yolov5s,59.1,2.0,0.0951704978942871,3.043243169784546,11.305613040924072,-10.023792183429682,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:21.284327,39.0,0.5962441315253576,yolov5s,67.4,12.0,0.2691717147827148,3.0517194271087646,11.615365743637083,-10.162342745431587,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:21.407282,40.0,0.7223905324935913,yolov5s,62.3,2.0,0.1031131744384765,2.883615493774414,11.738322973251345,-9.19567751831043,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:21.954771,41.0,0.7155797183513641,yolov5s,66.5,2.0,0.5123240947723389,3.1374051570892334,12.285719871520996,-10.471435380079706,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:21,INFO,"Processed image 41: model=yolov5s, conf=0.716, boxes=2, time=3.137s",,,,,,,,41.0,yolov5s,0.716,2.0,3.137
2025-10-19 23:37:22.195875,42.0,0.8463168740272522,yolov5s,56.6,1.0,0.2053875923156738,3.0808377265930176,12.526901483535768,-10.057861354759607,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:22,INFO,"Processed image 42: model=yolov5s, conf=0.846, boxes=1, time=3.081s",,,,,,,,42.0,yolov5s,0.846,1.0,3.081
2025-10-19 23:37:22.670751,43.0,0.6860966411503878,yolov5s,56.8,11.0,0.424994945526123,3.2695703506469727,13.00178861618042,-11.16174376424407,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:22,INFO,"Processed image 43: model=yolov5s, conf=0.686, boxes=11, time=3.270s",,,,,,,,43.0,yolov5s,0.686,11.0,3.27
2025-10-19 23:37:22.774857,44.0,0.6293713822960854,yolov5s,51.7,4.0,0.0837230682373046,3.058871030807495,13.105887174606323,-10.164973477396533,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:22,INFO,"Processed image 44: model=yolov5s, conf=0.629, boxes=4, time=3.059s",,,,,,,,44.0,yolov5s,0.629,4.0,3.059
2025-10-19 23:37:22.916258,45.0,0.8112287521362305,yolov5s,52.8,1.0,0.1054146289825439,2.899153470993042,13.247292518615724,-9.18452910707112,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:22,INFO,"Processed image 45: model=yolov5s, conf=0.811, boxes=1, time=2.899s",,,,,,,,45.0,yolov5s,0.811,1.0,2.899
2025-10-19 23:37:23.065695,46.0,0.8722237646579742,yolov5s,51.3,2.0,0.1037530899047851,2.729419469833374,13.39669942855835,-8.274864937420194,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 46: model=yolov5s, conf=0.872, boxes=2, time=2.729s",,,,,,,,46.0,yolov5s,0.872,2.0,2.729
2025-10-19 23:37:23.212255,47.0,0.7052883638275994,yolov5s,48.6,9.0,0.1091406345367431,2.550832509994507,13.54329776763916,-7.54886643199014,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 47: model=yolov5s, conf=0.705, boxes=9, time=2.551s",,,,,,,,47.0,yolov5s,0.705,9.0,2.551
2025-10-19 23:37:23.341425,48.0,0.6949833109974861,yolov5s,51.3,4.0,0.0933334827423095,2.344770908355713,13.672460556030272,-6.528864506933261,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 48: model=yolov5s, conf=0.695, boxes=4, time=2.345s",,,,,,,,48.0,yolov5s,0.695,4.0,2.345
2025-10-19 23:37:23.451827,49.0,0.6192789475123087,yolov5s,51.8,3.0,0.0836913585662841,2.1197197437286377,13.782864093780518,-5.4793141725377605,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 49: model=yolov5s, conf=0.619, boxes=3, time=2.120s",,,,,,,,49.0,yolov5s,0.619,3.0,2.12
2025-10-19 23:37:23.579886,50.0,0.7712204158306122,yolov5s,56.6,6.0,0.1068804264068603,1.9377906322479248,13.910922288894652,-4.41772805646054,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 50: model=yolov5s, conf=0.771, boxes=6, time=1.938s",,,,,,,,50.0,yolov5s,0.771,6.0,1.938
2025-10-19 23:37:23.693756,51.0,0.5867089480161667,yolov5s,50.0,2.0,0.0838329792022705,1.7182738780975342,14.024793148040771,-3.5046568511057057,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 51: model=yolov5s, conf=0.587, boxes=2, time=1.718s",,,,,,,,51.0,yolov5s,0.587,2.0,1.718
2025-10-19 23:37:23.825817,52.0,0.7644307315349579,yolov5s,53.4,2.0,0.1002326011657714,1.5411152839660645,14.156854391098022,-2.4411429827216504,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 52: model=yolov5s, conf=0.764, boxes=2, time=1.541s",,,,,,,,52.0,yolov5s,0.764,2.0,1.541
2025-10-19 23:37:23.983403,53.0,0.8804267346858978,yolov5s,59.1,2.0,0.1275427341461181,1.3903923034667969,14.314439058303831,-1.5715328306885217,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:23,INFO,"Processed image 53: model=yolov5s, conf=0.880, boxes=2, time=1.390s",,,,,,,,53.0,yolov5s,0.88,2.0,1.39
2025-10-19 23:37:24.146962,54.0,0.6085052937269211,yolov5s,58.6,2.0,0.1331470012664795,1.2393388748168943,14.477999448776243,-1.088187883664374,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 54: model=yolov5s, conf=0.609, boxes=2, time=1.239s",,,,,,,,54.0,yolov5s,0.609,2.0,1.239
2025-10-19 23:37:24.278267,55.0,0.5863309448415582,yolov5s,51.7,11.0,0.0901393890380859,1.0624253749847412,14.609279870986938,-0.225795617955585,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 55: model=yolov5s, conf=0.586, boxes=11, time=1.062s",,,,,,,,55.0,yolov5s,0.586,11.0,1.062
2025-10-19 23:37:24.393432,56.0,0.8414402604103088,yolov5s,48.8,1.0,0.0821118354797363,0.8700530529022217,14.724469423294067,0.4136330087979634,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 56: model=yolov5s, conf=0.841, boxes=1, time=0.870s",,,,,,,,56.0,yolov5s,0.841,1.0,0.87
2025-10-19 23:37:24.538437,57.0,0.7645723223686218,yolov5s,57.3,2.0,0.1200354099273681,0.6916170120239258,14.869472742080688,0.4358962045775519,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 57: model=yolov5s, conf=0.765, boxes=2, time=0.692s",,,,,,,,57.0,yolov5s,0.765,2.0,0.692
2025-10-19 23:37:24.659660,58.0,0.8325349688529968,yolov5s,52.7,1.0,0.0941951274871826,0.5058164596557617,14.9906964302063,0.6070813801553514,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 58: model=yolov5s, conf=0.833, boxes=1, time=0.506s",,,,,,,,58.0,yolov5s,0.833,1.0,0.506
2025-10-19 23:37:24.800807,59.0,0.7368542551994324,yolov5s,54.4,2.0,0.1108534336090087,0.3562889099121094,15.131825923919678,0.5944715274704827,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:24,INFO,"Processed image 59: model=yolov5s, conf=0.737, boxes=2, time=0.356s",,,,,,,,59.0,yolov5s,0.737,2.0,0.356
2025-10-19 23:37:26.068329,60.0,0.6520724654197693,yolov5s,54.1,15.0,1.2406187057495115,1.3018686771392822,16.3993661403656,-1.3572694109347658,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:26,INFO,"Processed image 60: model=yolov5s, conf=0.652, boxes=15, time=1.302s",,,,,,,,60.0,yolov5s,0.652,15.0,1.302
2025-10-19 23:37:29.728489,61.0,0.6810442621891315,yolov5s,37.0,13.0,0.7337558269500732,1.271176815032959,20.05952763557434,-1.1748384570929442,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:29,INFO,"Processed image 61: model=yolov5s, conf=0.681, boxes=13, time=1.271s",,,,,,,,61.0,yolov5s,0.681,13.0,1.271
2025-10-19 23:37:29.936175,62.0,0.7793134053548177,yolov5s,51.3,3.0,0.1558318138122558,1.1408989429473877,20.267189025878903,-0.4251806048881105,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:29,INFO,"Processed image 62: model=yolov5s, conf=0.779, boxes=3, time=1.141s",,,,,,,,62.0,yolov5s,0.779,3.0,1.141
2025-10-19 23:37:30.066065,63.0,0.6266244053840637,yolov5s,52.0,1.0,0.0954494476318359,0.9352657794952391,20.397032976150516,0.1625878612200419,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:30,INFO,"Processed image 63: model=yolov5s, conf=0.627, boxes=1, time=0.935s",,,,,,,,63.0,yolov5s,0.627,1.0,0.935
2025-10-19 23:37:30.274303,64.0,0.6493934690952301,yolov5s,57.6,5.0,0.1735663414001464,0.8119297027587891,20.605343341827396,0.2538769675625695,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:30.420693,65.0,0.6260512818892797,yolov5s,54.4,6.0,0.1084451675415039,0.6289706230163574,20.751733779907227,0.3321787135468589,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:30.755260,66.0,0.6959125101566315,yolov5s,58.7,3.0,0.2841699123382568,0.6159975528717041,21.08629846572876,0.4092472030056847,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:31.236094,67.0,0.7660082247522142,yolov5s,59.5,9.0,0.4319207668304443,0.7458367347717285,21.56713271141052,0.4072100387679206,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:31.372451,68.0,0.6758766621351242,yolov5s,67.6,2.0,0.1164727210998535,0.5748128890991211,21.703487396240234,0.4120917237467236,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:31.500410,69.0,0.7652976023299354,yolov5s,66.5,14.0,0.111351728439331,0.3689277172088623,21.83143663406372,0.6158933149916785,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
2025-10-19 23:37:33.803363,70.0,0.389585793018341,yolov5m,35.0,1.0,2.275160789489746,2.321282386779785,24.134400367736816,-7.710545189030466,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:33,INFO,"Processed image 70: model=yolov5m, conf=0.390, boxes=1, time=2.321s",,,,,,,,70.0,yolov5m,0.39,1.0,2.321
2025-10-19 23:37:34.194177,71.0,0.377331793308258,yolov5m,72.5,1.0,0.355851411819458,2.346510410308838,24.525212049484253,-7.959224932557064,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:34,INFO,"Processed image 71: model=yolov5m, conf=0.377, boxes=1, time=2.347s",,,,,,,,71.0,yolov5m,0.377,1.0,2.347
2025-10-19 23:37:34.431837,72.0,0.6269360482692719,yolov5m,61.4,8.0,0.215789794921875,2.248774766921997,24.762875080108643,-6.1169315424731225,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:34,INFO,"Processed image 72: model=yolov5m, conf=0.627, boxes=8, time=2.249s",,,,,,,,72.0,yolov5m,0.627,8.0,2.249
2025-10-19 23:37:34.620545,73.0,0.8387943421091352,yolov5m,57.1,7.0,0.1635997295379638,2.1427221298217773,24.951566457748413,-5.374810593394817,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:34,INFO,"Processed image 73: model=yolov5m, conf=0.839, boxes=7, time=2.143s",,,,,,,,73.0,yolov5m,0.839,7.0,2.143
2025-10-19 23:37:35.336580,74.0,0.7040606439113617,yolov5m,60.0,2.0,0.6698994636535645,2.552396297454834,25.66759991645813,-7.557913081389083,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:35,INFO,"Processed image 74: model=yolov5m, conf=0.704, boxes=2, time=2.552s",,,,,,,,74.0,yolov5m,0.704,2.0,2.552
2025-10-19 23:37:35.493280,75.0,0.6030954321225485,yolov5m,60.8,3.0,0.1473760604858398,2.3847124576568604,25.82431578636169,-6.820459932606389,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:35,INFO,"Processed image 75: model=yolov5m, conf=0.603, boxes=3, time=2.385s",,,,,,,,75.0,yolov5m,0.603,3.0,2.385
2025-10-19 23:37:35.733643,76.0,0.5322030484676361,yolov5m,58.7,3.0,0.2158651351928711,2.306905508041382,26.064677953720093,-6.502317957218268,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:35,INFO,"Processed image 76: model=yolov5m, conf=0.532, boxes=3, time=2.307s",,,,,,,,76.0,yolov5m,0.532,3.0,2.307
2025-10-19 23:37:35.972547,77.0,0.8352129658063253,yolov5m,57.2,3.0,0.2100939750671386,2.2096195220947266,26.303582668304443,-5.712878596575746,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:35,INFO,"Processed image 77: model=yolov5m, conf=0.835, boxes=3, time=2.210s",,,,,,,,77.0,yolov5m,0.835,3.0,2.21
2025-10-19 23:37:36.202987,78.0,0.8806837499141693,yolov5m,58.4,4.0,0.2031264305114746,2.1058216094970703,26.534024238586422,-5.148418768468664,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:36,INFO,"Processed image 78: model=yolov5m, conf=0.881, boxes=4, time=2.106s",,,,,,,,78.0,yolov5m,0.881,4.0,2.106
2025-10-19 23:37:36.429309,79.0,0.7625924497842789,yolov5m,56.8,4.0,0.1941249370574951,2.0321266651153564,26.760348320007324,-4.8980357151643386,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:36,INFO,"Processed image 79: model=yolov5m, conf=0.763, boxes=4, time=2.032s",,,,,,,,79.0,yolov5m,0.763,4.0,2.032
2025-10-19 23:37:36.666400,80.0,0.6974883377552032,yolov5m,55.0,3.0,0.2029652595520019,1.932791233062744,26.99743676185608,-4.466463163607016,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:36,INFO,"Processed image 80: model=yolov5m, conf=0.697, boxes=3, time=1.933s",,,,,,,,80.0,yolov5m,0.697,3.0,1.933
2025-10-19 23:37:36.862554,81.0,0.8584867715835571,yolov5m,59.9,3.0,0.1832680702209472,1.8684771060943604,27.19359254837036,-3.9838944165070567,exported-data-metrics_NAIVE_baseline.csv,2025-10-19 23:37:36,INFO,"Processed image 81: model=yolov5m, conf=0.858, boxes=3, time=1.868s",,,,,,,,81.0,yolov5m,0.858,3.0,1.868
2025-10-19 23:37:37.498033,82.0,0.9546403288841248,yolov5m,59.6,1.0,0.5753417015075684,2.2107458114624023,27.82907223701477,-5.599082674704884,exported-data-metrics_NAIVE_baseline.csv,,,,,,,,,,,,,,,
