timestamp,log_level,message,Finished Processing File,Processing File,User Request Time,model,Component,Action,input_rate,image,model,conf,boxes,model_processing_time
2025-10-19 22:45:00,INFO,"Processed image 30: model=yolov5l, conf=0.930, boxes=2, time=10.585s",,,,,,,,30,yolov5l,0.93,2.0,10.585
2025-10-19 22:45:00,DATA,,29.0,,,,,,,,,,,
2025-10-19 22:45:00,DATA,,,30.0,,,,,,,,,,
2025-10-19 22:45:00,DATA,,,,1760913889.8787036,yolov5l,,,,,,,,
2025-10-19 22:45:00,INFO,"Processed image 31: model=yolov5l, conf=0.631, boxes=3, time=10.828s",,,,,,,,31,yolov5l,0.631,3.0,10.828
2025-10-19 22:45:00,DATA,,30.0,,,,,,,,,,,
2025-10-19 22:45:00,DATA,,,31.0,,,,,,,,,,
2025-10-19 22:45:00,DATA,,,,1760913890.1536293,yolov5l,,,,,,,,
2025-10-19 22:45:01,INFO,"Processed image 32: model=yolov5l, conf=0.772, boxes=9, time=10.946s",,,,,,,,32,yolov5l,0.772,9.0,10.946
2025-10-19 22:45:01,DATA,,31.0,,,,,,,,,,,
2025-10-19 22:45:01,DATA,,,32.0,,,,,,,,,,
2025-10-19 22:45:01,DATA,,,,1760913890.4639266,yolov5l,,,,,,,,
2025-10-19 22:45:01,INFO,"Processed image 33: model=yolov5l, conf=0.743, boxes=8, time=11.063s",,,,,,,,33,yolov5l,0.743,8.0,11.063
2025-10-19 22:45:01,DATA,,32.0,,,,,,,,,,,
2025-10-19 22:45:01,DATA,,,33.0,,,,,,,,,,
2025-10-19 22:45:01,DATA,,,,1760913890.7502146,yolov5l,,,,,,,,
2025-10-19 22:45:01,INFO,"Processed image 34: model=yolov5l, conf=0.751, boxes=7, time=11.217s",,,,,,,,34,yolov5l,0.751,7.0,11.217
2025-10-19 22:45:01,DATA,,33.0,,,,,,,,,,,
2025-10-19 22:45:01,DATA,,,34.0,,,,,,,,,,
2025-10-19 22:45:02,DATA,,,,1760913891.0442255,yolov5m,,,,,,,,
2025-10-19 22:44:52,DATA,,,8.0,,,,,,,,,,
2025-10-19 22:44:52,DATA,,,,1760913883.7361054,yolov5m,,,,,,,,
2025-10-19 22:44:53,INFO,"Processed image 9: model=yolov5m, conf=0.899, boxes=3, time=9.388s",,,,,,,,9,yolov5m,0.899,3.0,9.388
2025-10-19 22:44:53,DATA,,8.0,,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,9.0,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,,1760913884.013112,yolov5m,,,,,,,,
2025-10-19 22:44:53,INFO,"Processed image 10: model=yolov5m, conf=0.733, boxes=15, time=9.363s",,,,,,,,10,yolov5m,0.733,15.0,9.363
2025-10-19 22:44:53,DATA,,9.0,,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,10.0,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,,1760913884.3023539,yolov5m,,,,,,,,
2025-10-19 22:44:53,INFO,"Processed image 11: model=yolov5m, conf=0.873, boxes=6, time=9.250s",,,,,,,,11,yolov5m,0.873,6.0,9.25
2025-10-19 22:44:53,DATA,,10.0,,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,11.0,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,,1760913884.5827558,yolov5m,,,,,,,,
2025-10-19 22:44:53,INFO,"Processed image 12: model=yolov5m, conf=0.936, boxes=1, time=9.359s",,,,,,,,12,yolov5m,0.936,1.0,9.359
2025-10-19 22:44:53,DATA,,11.0,,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,12.0,,,,,,,,,,
2025-10-19 22:44:53,DATA,,,,1760913884.8681502,yolov5m,,,,,,,,
2025-10-19 22:44:54,INFO,"Processed image 13: model=yolov5m, conf=0.873, boxes=3, time=9.312s",,,,,,,,13,yolov5m,0.873,3.0,9.312
2025-10-19 22:44:54,DATA,,12.0,,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,13.0,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,,1760913885.1336138,yolov5m,,,,,,,,
2025-10-19 22:44:54,INFO,"Processed image 14: model=yolov5m, conf=0.841, boxes=1, time=9.351s",,,,,,,,14,yolov5m,0.841,1.0,9.351
2025-10-19 22:44:54,DATA,,13.0,,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,14.0,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,,1760913885.4161777,yolov5m,,,,,,,,
2025-10-19 22:44:54,INFO,"Processed image 15: model=yolov5m, conf=0.701, boxes=4, time=9.305s",,,,,,,,15,yolov5m,0.701,4.0,9.305
2025-10-19 22:44:54,DATA,,14.0,,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,15.0,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,,1760913885.654666,yolov5m,,,,,,,,
2025-10-19 22:44:54,INFO,"Processed image 16: model=yolov5m, conf=0.793, boxes=2, time=9.318s",,,,,,,,16,yolov5m,0.793,2.0,9.318
2025-10-19 22:44:54,DATA,,15.0,,,,,,,,,,,
2025-10-19 22:44:54,DATA,,,16.0,,,,,,,,,,
2025-10-19 22:44:55,DATA,,,,1760913885.9168758,yolov5m,,,,,,,,
2025-10-19 22:44:55,INFO,"Processed image 17: model=yolov5m, conf=0.906, boxes=3, time=9.507s",,,,,,,,17,yolov5m,0.906,3.0,9.507
2025-10-19 22:44:55,DATA,,16.0,,,,,,,,,,,
2025-10-19 22:44:55,DATA,,,17.0,,,,,,,,,,
2025-10-19 22:44:55,DATA,,,,1760913886.1946409,yolov5m,,,,,,,,
2025-10-19 22:44:55,INFO,"Processed image 18: model=yolov5m, conf=0.644, boxes=7, time=9.454s",,,,,,,,18,yolov5m,0.644,7.0,9.454
2025-10-19 22:44:55,DATA,,17.0,,,,,,,,,,,
2025-10-19 22:44:47,INFO,"Processed image 1: model=yolov5l, conf=0.718, boxes=6, time=9.550s",,,,,,,,1,yolov5l,0.718,6.0,9.55
2025-10-19 22:44:47,DATA,,0.0,,,,,,,,,,,
2025-10-19 22:44:47,DATA,,,1.0,,,,,,,,,,
2025-10-19 22:44:47,DATA,,,,1760913878.4163513,yolov5m,,,,,,,,
2025-10-19 22:44:49,INFO,"Processed image 2: model=yolov5m, conf=0.902, boxes=2, time=11.539s",,,,,,,,2,yolov5m,0.902,2.0,11.539
2025-10-19 22:44:49,DATA,,1.0,,,,,,,,,,,
2025-10-19 22:44:49,DATA,,,2.0,,,,,,,,,,
2025-10-19 22:44:49,DATA,,,,1760913882.0763655,yolov5m,,,,,,,,
2025-10-19 22:44:50,INFO,"Processed image 3: model=yolov5m, conf=0.482, boxes=2, time=8.216s",,,,,,,,3,yolov5m,0.482,2.0,8.216
2025-10-19 22:44:50,DATA,,2.0,,,,,,,,,,,
2025-10-19 22:44:50,DATA,,,3.0,,,,,,,,,,
2025-10-19 22:44:50,DATA,,,,1760913882.338708,yolov5m,,,,,,,,
2025-10-19 22:44:50,INFO,"Processed image 4: model=yolov5m, conf=0.658, boxes=10, time=8.606s",,,,,,,,4,yolov5m,0.658,10.0,8.606
2025-10-19 22:44:50,DATA,,3.0,,,,,,,,,,,
2025-10-19 22:44:50,DATA,,,4.0,,,,,,,,,,
2025-10-19 22:44:50,DATA,,,,1760913882.6201096,yolov5m,,,,,,,,
2025-10-19 22:44:51,INFO,"Processed image 5: model=yolov5m, conf=0.597, boxes=5, time=8.763s",,,,,,,,5,yolov5m,0.597,5.0,8.763
2025-10-19 22:44:51,DATA,,4.0,,,,,,,,,,,
2025-10-19 22:44:51,DATA,,,5.0,,,,,,,,,,
2025-10-19 22:44:51,DATA,,,,1760913882.9071436,yolov5m,,,,,,,,
2025-10-19 22:45:02,INFO,"Processed image 35: model=yolov5m, conf=0.590, boxes=13, time=11.484s",,,,,,,,35,yolov5m,0.59,13.0,11.484
2025-10-19 22:45:02,DATA,,34.0,,,,,,,,,,,
2025-10-19 22:45:02,DATA,,,35.0,,,,,,,,,,
2025-10-19 22:45:02,DATA,,,,1760913891.322912,yolov5m,,,,,,,,
2025-10-19 22:45:02,INFO,"Processed image 36: model=yolov5m, conf=0.785, boxes=2, time=11.449s",,,,,,,,36,yolov5m,0.785,2.0,11.449
2025-10-19 22:45:02,DATA,,35.0,,,,,,,,,,,
2025-10-19 22:45:02,DATA,,,36.0,,,,,,,,,,
2025-10-19 22:45:02,DATA,,,,1760913891.6258945,yolov5m,,,,,,,,
2025-10-19 22:45:03,INFO,"Processed image 37: model=yolov5m, conf=0.776, boxes=5, time=11.551s",,,,,,,,37,yolov5m,0.776,5.0,11.551
2025-10-19 22:45:03,DATA,,36.0,,,,,,,,,,,
2025-10-19 22:45:03,DATA,,,37.0,,,,,,,,,,
2025-10-19 22:45:03,DATA,,,,1760913891.9231453,yolov5m,,,,,,,,
2025-10-19 22:44:55,DATA,,,18.0,,,,,,,,,,
2025-10-19 22:44:55,DATA,,,,1760913886.4863024,yolov5m,,,,,,,,
2025-10-19 22:44:56,INFO,"Processed image 19: model=yolov5m, conf=0.945, boxes=1, time=9.883s",,,,,,,,19,yolov5m,0.945,1.0,9.883
2025-10-19 22:44:56,DATA,,18.0,,,,,,,,,,,
2025-10-19 22:44:56,DATA,,,19.0,,,,,,,,,,
2025-10-19 22:44:56,DATA,,,,1760913886.7646127,yolov5m,,,,,,,,
2025-10-19 22:44:56,INFO,"Processed image 20: model=yolov5m, conf=0.936, boxes=2, time=9.849s",,,,,,,,20,yolov5m,0.936,2.0,9.849
2025-10-19 22:44:56,DATA,,19.0,,,,,,,,,,,
2025-10-19 22:44:56,DATA,,,20.0,,,,,,,,,,
2025-10-19 22:44:56,DATA,,,,1760913887.072408,yolov5m,,,,,,,,
2025-10-19 22:44:51,DATA,,,,1760913883.1886687,yolov5m,,,,,,,,
2025-10-19 22:44:52,INFO,"Processed image 7: model=yolov5m, conf=0.445, boxes=7, time=8.855s",,,,,,,,7,yolov5m,0.445,7.0,8.855
2025-10-19 22:44:52,DATA,,6.0,,,,,,,,,,,
2025-10-19 22:44:52,DATA,,,7.0,,,,,,,,,,
2025-10-19 22:44:52,DATA,,,,1760913883.4512165,yolov5m,,,,,,,,
2025-10-19 22:44:52,INFO,"Processed image 8: model=yolov5m, conf=0.736, boxes=2, time=8.959s",,,,,,,,8,yolov5m,0.736,2.0,8.959
2025-10-19 22:44:52,DATA,,7.0,,,,,,,,,,,
2025-10-19 22:44:44,INFO,Starting processing from queue0.csv,,,,,,,,,,,,
2025-10-19 22:44:44,DATA,,,0.0,,,,,,,,,,
2025-10-19 22:44:44,DATA,,,,1760913878.1950085,yolov5l,,,,,,,,
2025-10-19 22:44:16,INFO,"{'Component': 'Process', 'Action': ""Model's loaded ready to start processing""}",,,,,,,,,,,,
2025-10-19 22:45:04,INFO,"Processed image 41: model=yolov5l, conf=0.895, boxes=2, time=11.752s",,,,,,,,41,yolov5l,0.895,2.0,11.752
2025-10-19 22:45:04,DATA,,40.0,,,,,,,,,,,
2025-10-19 22:45:04,DATA,,,41.0,,,,,,,,,,
2025-10-19 22:45:04,DATA,,,,1760913893.0941174,yolov5l,,,,,,,,
2025-10-19 22:45:05,INFO,"Processed image 42: model=yolov5l, conf=0.896, boxes=1, time=12.101s",,,,,,,,42,yolov5l,0.896,1.0,12.101
2025-10-19 22:45:05,DATA,,41.0,,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,42.0,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,,1760913893.3890555,yolov5m,,,,,,,,
2025-10-19 22:45:05,INFO,"Processed image 43: model=yolov5m, conf=0.747, boxes=10, time=12.053s",,,,,,,,43,yolov5m,0.747,10.0,12.053
2025-10-19 22:45:05,DATA,,42.0,,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,43.0,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,,1760913893.6993904,yolov5m,,,,,,,,
2025-10-19 22:45:05,INFO,"Processed image 44: model=yolov5m, conf=0.651, boxes=5, time=11.961s",,,,,,,,44,yolov5m,0.651,5.0,11.961
2025-10-19 22:45:05,DATA,,43.0,,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,44.0,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,,1760913894.0038679,yolov5m,,,,,,,,
2025-10-19 22:45:05,INFO,"Processed image 45: model=yolov5m, conf=0.869, boxes=1, time=11.909s",,,,,,,,45,yolov5m,0.869,1.0,11.909
2025-10-19 22:45:05,DATA,,44.0,,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,45.0,,,,,,,,,,
2025-10-19 22:45:05,DATA,,,,1760913894.322842,yolov5m,,,,,,,,
2025-10-19 22:45:06,INFO,"Processed image 46: model=yolov5m, conf=0.916, boxes=2, time=12.228s",,,,,,,,46,yolov5m,0.916,2.0,12.228
2025-10-19 22:45:06,DATA,,45.0,,,,,,,,,,,
2025-10-19 22:45:06,DATA,,,46.0,,,,,,,,,,
2025-10-19 22:45:06,DATA,,,,1760913894.6417294,yolov5m,,,,,,,,
2025-10-19 22:45:06,INFO,"Processed image 47: model=yolov5m, conf=0.819, boxes=7, time=12.156s",,,,,,,,47,yolov5m,0.819,7.0,12.156
2025-10-19 22:45:06,DATA,,46.0,,,,,,,,,,,
2025-10-19 22:45:06,DATA,,,47.0,,,,,,,,,,
2025-10-19 22:45:06,DATA,,,,1760913894.983281,yolov5m,,,,,,,,
2025-10-19 22:45:07,INFO,"Processed image 48: model=yolov5m, conf=0.696, boxes=5, time=12.079s",,,,,,,,48,yolov5m,0.696,5.0,12.079
2025-10-19 22:45:07,DATA,,47.0,,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,48.0,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,,1760913895.3176746,yolov5m,,,,,,,,
2025-10-19 22:45:07,INFO,"Processed image 49: model=yolov5m, conf=0.759, boxes=4, time=11.971s",,,,,,,,49,yolov5m,0.759,4.0,11.971
2025-10-19 22:45:07,DATA,,48.0,,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,49.0,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,,1760913895.6296978,yolov5m,,,,,,,,
2025-10-19 22:45:07,INFO,"Processed image 50: model=yolov5m, conf=0.792, boxes=7, time=11.877s",,,,,,,,50,yolov5m,0.792,7.0,11.877
2025-10-19 22:45:07,DATA,,49.0,,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,50.0,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,,1760913895.9628391,yolov5m,,,,,,,,
2025-10-19 22:45:07,INFO,"Processed image 51: model=yolov5m, conf=0.620, boxes=2, time=11.780s",,,,,,,,51,yolov5m,0.62,2.0,11.78
2025-10-19 22:45:07,DATA,,50.0,,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,51.0,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,,1760913896.2644188,yolov5m,,,,,,,,
2025-10-19 22:45:07,INFO,"Processed image 52: model=yolov5m, conf=0.820, boxes=2, time=11.694s",,,,,,,,52,yolov5m,0.82,2.0,11.694
2025-10-19 22:45:07,DATA,,51.0,,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,52.0,,,,,,,,,,
2025-10-19 22:45:07,DATA,,,,1760913896.5782275,yolov5m,,,,,,,,
2025-10-19 22:45:08,INFO,"Processed image 53: model=yolov5m, conf=0.918, boxes=2, time=11.620s",,,,,,,,53,yolov5m,0.918,2.0,11.62
2025-10-19 22:45:08,DATA,,52.0,,,,,,,,,,,
2025-10-19 22:45:08,DATA,,,53.0,,,,,,,,,,
2025-10-19 22:45:08,DATA,,,,1760913896.8923755,yolov5m,,,,,,,,
2025-10-19 22:45:08,INFO,"Processed image 54: model=yolov5m, conf=0.910, boxes=1, time=11.662s",,,,,,,,54,yolov5m,0.91,1.0,11.662
2025-10-19 22:45:08,DATA,,53.0,,,,,,,,,,,
2025-10-19 22:45:08,DATA,,,54.0,,,,,,,,,,
2025-10-19 22:45:08,DATA,,,,1760913897.2004852,yolov5m,,,,,,,,
2025-10-19 22:45:09,INFO,"Processed image 55: model=yolov5m, conf=0.601, boxes=16, time=11.973s",,,,,,,,55,yolov5m,0.601,16.0,11.973
2025-10-19 22:45:09,DATA,,54.0,,,,,,,,,,,
2025-10-19 22:45:09,DATA,,,55.0,,,,,,,,,,
2025-10-19 22:45:09,DATA,,,,1760913897.5098813,yolov5m,,,,,,,,
2025-10-19 22:45:10,INFO,"Processed image 59: model=yolov5m, conf=0.939, boxes=1, time=11.980s",,,,,,,,59,yolov5m,0.939,1.0,11.98
2025-10-19 22:45:10,DATA,,58.0,,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,59.0,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,,1760913898.7519863,yolov5m,,,,,,,,
2025-10-19 22:45:10,INFO,"Processed image 60: model=yolov5m, conf=0.717, boxes=16, time=11.892s",,,,,,,,60,yolov5m,0.717,16.0,11.892
2025-10-19 22:45:10,DATA,,59.0,,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,60.0,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,,1760913899.1094089,yolov5m,,,,,,,,
2025-10-19 22:45:10,INFO,"Processed image 61: model=yolov5m, conf=0.681, boxes=18, time=11.799s",,,,,,,,61,yolov5m,0.681,18.0,11.799
2025-10-19 22:45:10,DATA,,60.0,,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,61.0,,,,,,,,,,
2025-10-19 22:45:10,DATA,,,,1760913899.4496894,yolov5l,,,,,,,,
2025-10-19 22:45:11,INFO,"Processed image 62: model=yolov5l, conf=0.889, boxes=3, time=12.303s",,,,,,,,62,yolov5l,0.889,3.0,12.303
2025-10-19 22:45:11,DATA,,61.0,,,,,,,,,,,
2025-10-19 22:45:11,DATA,,,62.0,,,,,,,,,,
2025-10-19 22:45:11,DATA,,,,1760913899.7715387,yolov5l,,,,,,,,
2025-10-19 22:45:15,INFO,"Processed image 63: model=yolov5l, conf=0.520, boxes=1, time=15.848s",,,,,,,,63,yolov5l,0.52,1.0,15.848
2025-10-19 22:45:15,DATA,,62.0,,,,,,,,,,,
2025-10-19 22:45:15,DATA,,,63.0,,,,,,,,,,
2025-10-19 22:45:15,DATA,,,,1760913900.1090307,yolov5m,,,,,,,,
2025-10-19 22:45:15,INFO,"Processed image 64: model=yolov5m, conf=0.716, boxes=5, time=15.752s",,,,,,,,64,yolov5m,0.716,5.0,15.752
2025-10-19 22:45:15,DATA,,63.0,,,,,,,,,,,
2025-10-19 22:45:15,DATA,,,64.0,,,,,,,,,,
2025-10-19 22:45:15,DATA,,,,1760913900.445993,yolov5m,,,,,,,,
2025-10-19 22:45:16,INFO,"Processed image 65: model=yolov5m, conf=0.697, boxes=6, time=15.664s",,,,,,,,65,yolov5m,0.697,6.0,15.664
2025-10-19 22:45:16,DATA,,64.0,,,,,,,,,,,
2025-10-19 22:45:16,DATA,,,65.0,,,,,,,,,,
2025-10-19 22:45:16,DATA,,,,1760913900.7908933,yolov5m,,,,,,,,
2025-10-19 22:45:16,INFO,"Processed image 66: model=yolov5m, conf=0.709, boxes=4, time=15.545s",,,,,,,,66,yolov5m,0.709,4.0,15.545
2025-10-19 22:45:16,DATA,,65.0,,,,,,,,,,,
2025-10-19 22:45:16,DATA,,,66.0,,,,,,,,,,
2025-10-19 22:45:16,DATA,,,,1760913901.1360166,yolov5x,,,,,,,,
2025-10-19 22:45:19,INFO,"Processed image 67: model=yolov5x, conf=0.859, boxes=9, time=18.637s",,,,,,,,67,yolov5x,0.859,9.0,18.637
2025-10-19 22:45:19,DATA,,66.0,,,,,,,,,,,
2025-10-19 22:45:19,DATA,,,67.0,,,,,,,,,,
2025-10-19 22:45:19,DATA,,,,1760913901.4518623,yolov5m,,,,,,,,
2025-10-19 22:45:19,INFO,"Processed image 68: model=yolov5m, conf=0.749, boxes=2, time=18.547s",,,,,,,,68,yolov5m,0.749,2.0,18.547
2025-10-19 22:45:19,DATA,,67.0,,,,,,,,,,,
2025-10-19 22:45:19,DATA,,,68.0,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,,1760913901.7825663,yolov5m,,,,,,,,
2025-10-19 22:45:20,INFO,"Processed image 69: model=yolov5m, conf=0.854, boxes=14, time=18.411s",,,,,,,,69,yolov5m,0.854,14.0,18.411
2025-10-19 22:45:20,DATA,,68.0,,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,69.0,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,,1760913902.1479099,yolov5m,,,,,,,,
2025-10-19 22:45:20,INFO,"Processed image 70: model=yolov5m, conf=0.390, boxes=1, time=18.265s",,,,,,,,70,yolov5m,0.39,1.0,18.265
2025-10-19 22:45:20,DATA,,69.0,,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,70.0,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,,1760913902.5031404,yolov5m,,,,,,,,
2025-10-19 22:45:20,INFO,"Processed image 71: model=yolov5m, conf=0.377, boxes=1, time=18.148s",,,,,,,,71,yolov5m,0.377,1.0,18.148
2025-10-19 22:45:20,DATA,,70.0,,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,71.0,,,,,,,,,,
2025-10-19 22:45:20,DATA,,,,1760913902.83914,yolov5l,,,,,,,,
2025-10-19 22:45:21,INFO,"Processed image 72: model=yolov5l, conf=0.652, boxes=7, time=18.197s",,,,,,,,72,yolov5l,0.652,7.0,18.197
2025-10-19 22:45:21,DATA,,71.0,,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,72.0,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,,1760913903.132743,yolov5l,,,,,,,,
2025-10-19 22:45:21,INFO,"Processed image 73: model=yolov5l, conf=0.853, boxes=7, time=18.220s",,,,,,,,73,yolov5l,0.853,7.0,18.22
2025-10-19 22:45:21,DATA,,72.0,,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,73.0,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,,1760913903.440379,yolov5l,,,,,,,,
2025-10-19 22:45:21,INFO,"Processed image 74: model=yolov5l, conf=0.632, boxes=3, time=18.444s",,,,,,,,74,yolov5l,0.632,3.0,18.444
2025-10-19 22:45:21,DATA,,73.0,,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,74.0,,,,,,,,,,
2025-10-19 22:45:21,DATA,,,,1760913903.7614808,yolov5m,,,,,,,,
2025-10-19 22:45:22,INFO,"Processed image 75: model=yolov5m, conf=0.603, boxes=3, time=18.302s",,,,,,,,75,yolov5m,0.603,3.0,18.302
2025-10-19 22:45:22,DATA,,74.0,,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,75.0,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,,1760913904.0784233,yolov5m,,,,,,,,
2025-10-19 22:45:22,INFO,"Processed image 76: model=yolov5m, conf=0.532, boxes=3, time=18.206s",,,,,,,,76,yolov5m,0.532,3.0,18.206
2025-10-19 22:45:22,DATA,,75.0,,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,76.0,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,,1760913904.4163444,yolov5m,,,,,,,,
2025-10-19 22:45:22,INFO,"Processed image 77: model=yolov5m, conf=0.835, boxes=3, time=18.088s",,,,,,,,77,yolov5m,0.835,3.0,18.088
2025-10-19 22:45:22,DATA,,76.0,,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,77.0,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,,1760913904.7428145,yolov5m,,,,,,,,
2025-10-19 22:45:22,INFO,"Processed image 78: model=yolov5m, conf=0.881, boxes=4, time=17.972s",,,,,,,,78,yolov5m,0.881,4.0,17.972
2025-10-19 22:45:22,DATA,,77.0,,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,78.0,,,,,,,,,,
2025-10-19 22:45:22,DATA,,,,1760913905.0544424,yolov5m,,,,,,,,
2025-10-19 22:45:23,INFO,"Processed image 79: model=yolov5m, conf=0.763, boxes=4, time=18.038s",,,,,,,,79,yolov5m,0.763,4.0,18.038
2025-10-19 22:45:23,DATA,,78.0,,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,79.0,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,,1760913905.355395,yolov5m,,,,,,,,
2025-10-19 22:45:23,INFO,"Processed image 80: model=yolov5m, conf=0.697, boxes=3, time=18.059s",,,,,,,,80,yolov5m,0.697,3.0,18.059
2025-10-19 22:45:23,DATA,,79.0,,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,80.0,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,,1760913905.6406615,yolov5m,,,,,,,,
2025-10-19 22:45:23,INFO,"Processed image 81: model=yolov5m, conf=0.858, boxes=3, time=17.968s",,,,,,,,81,yolov5m,0.858,3.0,17.968
2025-10-19 22:45:23,DATA,,80.0,,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,81.0,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,,1760913905.9388018,yolov5m,,,,,,,,
2025-10-19 22:45:23,INFO,"Processed image 82: model=yolov5m, conf=0.955, boxes=1, time=17.973s",,,,,,,,82,yolov5m,0.955,1.0,17.973
2025-10-19 22:45:23,DATA,,81.0,,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,82.0,,,,,,,,,,
2025-10-19 22:45:23,DATA,,,,1760913906.2703478,yolov5m,,,,,,,,
2025-10-19 22:45:24,INFO,"Processed image 83: model=yolov5m, conf=0.858, boxes=6, time=17.951s",,,,,,,,83,yolov5m,0.858,6.0,17.951
2025-10-19 22:45:24,DATA,,82.0,,,,,,,,,,,
2025-10-19 22:45:24,DATA,,,83.0,,,,,,,,,,
2025-10-19 22:45:24,DATA,,,,1760913906.5797672,yolov5m,,,,,,,,
