run,type,module,name,attrname,attrvalue,value
sim-1-20251019-12:23:58-240,scalar,SWIM.monitor,serverCost:timeavg,,,2.590185822963
sim-1-20251019-12:23:58-240,attr,SWIM.monitor,serverCost:timeavg,source,numberOfServers,
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.queue,queueingTime:mean,,,0.059534184229294
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:mean,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:mean,title,"queueing time at dequeue, mean",
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:mean,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.queue,queueingTime:max,,,0.140595723647
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:max,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:max,title,"queueing time at dequeue, max",
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueingTime:max,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.queue,queueLength:timeavg,,,0.00021144967699157
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueLength:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueLength:timeavg,title,"queue length, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.queue,queueLength:max,,,4
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueLength:max,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,queueLength:max,title,"queue length, max",
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.queue,dropped:count,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,dropped:count,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.queue,dropped:count,title,"drop event, count",
sim-1-20251019-12:23:58-240,scalar,SWIM.server1.server,busy:timeavg,,,0.44346212628811
sim-1-20251019-12:23:58-240,attr,SWIM.server1.server,busy:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server1.server,busy:timeavg,title,"server busy state, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.queue,queueingTime:mean,,,NaN
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:mean,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:mean,title,"queueing time at dequeue, mean",
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:mean,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.queue,queueingTime:max,,,NaN
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:max,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:max,title,"queueing time at dequeue, max",
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueingTime:max,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.queue,queueLength:timeavg,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueLength:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueLength:timeavg,title,"queue length, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.queue,queueLength:max,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueLength:max,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,queueLength:max,title,"queue length, max",
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.queue,dropped:count,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,dropped:count,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.queue,dropped:count,title,"drop event, count",
sim-1-20251019-12:23:58-240,scalar,SWIM.server2.server,busy:timeavg,,,0.42905572823251
sim-1-20251019-12:23:58-240,attr,SWIM.server2.server,busy:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server2.server,busy:timeavg,title,"server busy state, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.queue,queueingTime:mean,,,NaN
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:mean,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:mean,title,"queueing time at dequeue, mean",
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:mean,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.queue,queueingTime:max,,,NaN
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:max,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:max,title,"queueing time at dequeue, max",
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueingTime:max,unit,s,
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.queue,queueLength:timeavg,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueLength:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueLength:timeavg,title,"queue length, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.queue,queueLength:max,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueLength:max,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,queueLength:max,title,"queue length, max",
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.queue,dropped:count,,,0
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,dropped:count,interpolationmode,none,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.queue,dropped:count,title,"drop event, count",
sim-1-20251019-12:23:58-240,scalar,SWIM.server3.server,busy:timeavg,,,0.40520573171865
sim-1-20251019-12:23:58-240,attr,SWIM.server3.server,busy:timeavg,interpolationmode,sample-hold,
sim-1-20251019-12:23:58-240,attr,SWIM.server3.server,busy:timeavg,title,"server busy state, timeavg",
sim-1-20251019-12:23:58-240,scalar,SWIM,bootDelay,,,60
sim-1-20251019-12:23:58-240,scalar,SWIM,evaluationPeriod,,,60
sim-1-20251019-12:23:58-240,scalar,SWIM,initialServers,,,3
sim-1-20251019-12:23:58-240,scalar,SWIM,maxServers,,,3
sim-1-20251019-12:23:58-240,scalar,SWIM,numberOfBrownoutLevels,,,5
sim-1-20251019-12:23:58-240,scalar,SWIM,responseTimeThreshold,,,0.75
sim-1-20251019-12:23:58-240,scalar,SWIM,maxServiceRate,,,22.458218169462
